"zone_id","polygon_provenance","offset","angle_deg","angle_source","mean_aspect_deg","orientation_weight","n_orientation_cells","orientation_resultant_length","transect_id"
"1","author-created deterministic analytical window",-743.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_1"
"1","author-created deterministic analytical window",-643.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_2"
"1","author-created deterministic analytical window",-543.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_3"
"1","author-created deterministic analytical window",-443.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_4"
"1","author-created deterministic analytical window",-343.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_5"
"1","author-created deterministic analytical window",-243.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_6"
"1","author-created deterministic analytical window",-143.908891458578,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_7"
"1","author-created deterministic analytical window",-43.9088914585775,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_8"
"1","author-created deterministic analytical window",56.0911085414225,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_9"
"1","author-created deterministic analytical window",156.091108541422,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_10"
"1","author-created deterministic analytical window",256.091108541422,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_11"
"1","author-created deterministic analytical window",356.091108541422,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_12"
"1","author-created deterministic analytical window",456.091108541422,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_13"
"1","author-created deterministic analytical window",556.091108541422,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_14"
"1","author-created deterministic analytical window",656.091108541422,84.7831685109776,"surface",185.216831489022,"slope",103666,0.771333888758782,"1_15"
